"","time","BTC","ETH","EOS","LTC","ETC","XRP","QTUM","NEO","DASH","TRX","ZEC","HT","XLM","ADA","PAX","BCH","ONT","USDT"
"7717",2018-01-24 15:00:00,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7718",2018-01-24 14:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7719",2018-01-24 13:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7720",2018-01-24 12:00:00,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7721",2018-01-24 11:00:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7722",2018-01-24 10:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"7723",2018-01-24 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7724",2018-01-24 08:00:00,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"7725",2018-01-24 07:00:00,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"7726",2018-01-24 06:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7727",2018-01-24 05:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7728",2018-01-24 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7729",2018-01-24 03:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7730",2018-01-24 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7731",2018-01-24 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7732",2018-01-24 00:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7733",2018-01-23 23:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7734",2018-01-23 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7735",2018-01-23 21:00:00,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7736",2018-01-23 20:00:00,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7737",2018-01-23 19:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7738",2018-01-23 18:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7739",2018-01-23 17:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7740",2018-01-23 16:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7741",2018-01-23 15:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7742",2018-01-23 14:00:00,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7743",2018-01-23 13:00:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7744",2018-01-23 12:00:00,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7745",2018-01-23 11:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7746",2018-01-23 10:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7747",2018-01-23 09:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7748",2018-01-23 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7749",2018-01-23 07:00:00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7750",2018-01-23 06:00:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7751",2018-01-23 05:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7752",2018-01-23 04:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7753",2018-01-23 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7754",2018-01-23 02:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7755",2018-01-23 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7756",2018-01-23 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7757",2018-01-22 23:00:00,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7758",2018-01-22 22:00:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7759",2018-01-22 21:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7760",2018-01-22 20:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7761",2018-01-22 19:00:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7762",2018-01-22 18:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7763",2018-01-22 17:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7764",2018-01-22 16:00:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7765",2018-01-22 15:00:00,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7766",2018-01-22 14:00:00,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"7767",2018-01-22 13:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7768",2018-01-22 12:00:00,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7769",2018-01-22 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7770",2018-01-22 10:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7771",2018-01-22 09:00:00,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7772",2018-01-22 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7773",2018-01-22 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7774",2018-01-22 06:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7775",2018-01-22 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7776",2018-01-22 04:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7777",2018-01-22 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7778",2018-01-22 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7779",2018-01-22 01:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7780",2018-01-22 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7781",2018-01-21 23:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7782",2018-01-21 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7783",2018-01-21 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7784",2018-01-21 20:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7785",2018-01-21 19:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7786",2018-01-21 18:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7787",2018-01-21 17:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7788",2018-01-21 16:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7789",2018-01-21 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7790",2018-01-21 14:00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7791",2018-01-21 13:00:00,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7792",2018-01-21 12:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7793",2018-01-21 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7794",2018-01-21 10:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7795",2018-01-21 09:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7796",2018-01-21 08:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7797",2018-01-21 07:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7798",2018-01-21 06:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7799",2018-01-21 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7800",2018-01-21 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7801",2018-01-21 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7802",2018-01-21 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7803",2018-01-21 01:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7804",2018-01-21 00:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7805",2018-01-20 23:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7806",2018-01-20 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7807",2018-01-20 21:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7808",2018-01-20 20:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7809",2018-01-20 19:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7810",2018-01-20 18:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7811",2018-01-20 17:00:00,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7812",2018-01-20 16:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7813",2018-01-20 15:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7814",2018-01-20 14:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7815",2018-01-20 13:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7816",2018-01-20 12:00:00,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7817",2018-01-20 11:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7818",2018-01-20 10:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7819",2018-01-20 09:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7820",2018-01-20 08:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7821",2018-01-20 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7822",2018-01-20 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7823",2018-01-20 05:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7824",2018-01-20 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7825",2018-01-20 03:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7826",2018-01-20 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7827",2018-01-20 01:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7828",2018-01-20 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7829",2018-01-19 23:00:00,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7830",2018-01-19 22:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7831",2018-01-19 21:00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7832",2018-01-19 20:00:00,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7833",2018-01-19 19:00:00,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7834",2018-01-19 18:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7835",2018-01-19 17:00:00,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7836",2018-01-19 16:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7837",2018-01-19 15:00:00,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7838",2018-01-19 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7839",2018-01-19 13:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7840",2018-01-19 12:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7841",2018-01-19 11:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7842",2018-01-19 10:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7843",2018-01-19 09:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7844",2018-01-19 08:00:00,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7845",2018-01-19 07:00:00,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7846",2018-01-19 06:00:00,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7847",2018-01-19 05:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7848",2018-01-19 04:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7849",2018-01-19 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7850",2018-01-19 02:00:00,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"7851",2018-01-19 01:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7852",2018-01-19 00:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7853",2018-01-18 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7854",2018-01-18 22:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7855",2018-01-18 21:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7856",2018-01-18 20:00:00,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7857",2018-01-18 19:00:00,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7858",2018-01-18 18:00:00,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7859",2018-01-18 17:00:00,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7860",2018-01-18 16:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7861",2018-01-18 15:00:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7862",2018-01-18 14:00:00,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7863",2018-01-18 13:00:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7864",2018-01-18 12:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7865",2018-01-18 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7866",2018-01-18 10:00:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7867",2018-01-18 09:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7868",2018-01-18 08:00:00,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7869",2018-01-18 07:00:00,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7870",2018-01-18 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7871",2018-01-18 05:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7872",2018-01-18 04:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7873",2018-01-18 03:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7874",2018-01-18 02:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7875",2018-01-18 01:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7876",2018-01-18 00:00:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7877",2018-01-17 23:00:00,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7878",2018-01-17 22:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7879",2018-01-17 21:00:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7880",2018-01-17 20:00:00,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7881",2018-01-17 19:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7882",2018-01-17 18:00:00,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"7883",2018-01-17 17:00:00,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7884",2018-01-17 16:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7885",2018-01-17 15:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7886",2018-01-17 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7887",2018-01-17 13:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7888",2018-01-17 12:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7889",2018-01-17 11:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7890",2018-01-17 10:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7891",2018-01-17 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7892",2018-01-17 08:00:00,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"7893",2018-01-17 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7894",2018-01-17 06:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7895",2018-01-17 05:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7896",2018-01-17 04:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7897",2018-01-17 03:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7898",2018-01-17 02:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7899",2018-01-17 01:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7900",2018-01-17 00:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7901",2018-01-16 23:00:00,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"7902",2018-01-16 22:00:00,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7903",2018-01-16 21:00:00,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7904",2018-01-16 20:00:00,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7905",2018-01-16 19:00:00,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7906",2018-01-16 18:00:00,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"7907",2018-01-16 17:00:00,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"7908",2018-01-16 16:00:00,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"7909",2018-01-16 15:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7910",2018-01-16 14:00:00,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7911",2018-01-16 13:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7912",2018-01-16 12:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7913",2018-01-16 11:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7914",2018-01-16 10:00:00,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7915",2018-01-16 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7916",2018-01-16 08:00:00,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7917",2018-01-16 07:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7918",2018-01-16 06:00:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7919",2018-01-16 05:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7920",2018-01-16 04:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7921",2018-01-16 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7922",2018-01-16 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7923",2018-01-16 01:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7924",2018-01-16 00:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7925",2018-01-15 23:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7926",2018-01-15 22:00:00,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7927",2018-01-15 21:00:00,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7928",2018-01-15 20:00:00,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7929",2018-01-15 19:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7930",2018-01-15 18:00:00,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7931",2018-01-15 17:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7932",2018-01-15 16:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7933",2018-01-15 15:00:00,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7934",2018-01-15 14:00:00,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7935",2018-01-15 13:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7936",2018-01-15 12:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7937",2018-01-15 11:00:00,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"7938",2018-01-15 10:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7939",2018-01-15 09:00:00,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7940",2018-01-15 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7941",2018-01-15 07:00:00,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7942",2018-01-15 06:00:00,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7943",2018-01-15 05:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7944",2018-01-15 04:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7945",2018-01-15 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7946",2018-01-15 02:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7947",2018-01-15 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7948",2018-01-15 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7949",2018-01-14 23:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7950",2018-01-14 22:00:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7951",2018-01-14 21:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7952",2018-01-14 20:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7953",2018-01-14 19:00:00,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7954",2018-01-14 18:00:00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955",2018-01-14 17:00:00,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7956",2018-01-14 16:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7957",2018-01-14 15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7958",2018-01-14 14:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7959",2018-01-14 13:00:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7960",2018-01-14 12:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7961",2018-01-14 11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7962",2018-01-14 10:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7963",2018-01-14 09:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7964",2018-01-14 08:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965",2018-01-14 07:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7966",2018-01-14 06:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7967",2018-01-14 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7968",2018-01-14 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7969",2018-01-14 03:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7970",2018-01-14 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7971",2018-01-14 01:00:00,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7972",2018-01-14 00:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7973",2018-01-13 23:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7974",2018-01-13 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7975",2018-01-13 21:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7976",2018-01-13 20:00:00,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"7977",2018-01-13 19:00:00,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7978",2018-01-13 18:00:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
