date,high,low,open,close,daily_average,MA,quick_EMA,slow_EMA,signal_MACD,MACD,direction
2018-09-28T00:00:00Z,6714.72,6686,6686.13,6704.81,6700.36,6700.36,6700.36,6700.36,6700.36,0,increasing
2018-09-28T01:00:00Z,6715.9,6693.59,6704.81,6714.54,6704.745,6702.5525,6700.68481481481,6701.03461538462,6701.237,-0.349800569801118,increasing
2018-09-28T02:00:00Z,6726.88,6701.29,6714.82,6701.29,6714.085,6706.39666666667,6701.67742112483,6703.04236686391,6703.8066,-1.36494573907657,decreasing
2018-09-28T03:00:00Z,6703.96,6686.46,6701.29,6700.17,6695.21,6703.6,6701.19835289336,6701.83738734638,6702.08728,-0.63903445302185,decreasing
2018-09-28T04:00:00Z,6717.25,6687.34,6700.2,6712.22,6702.295,6703.339,6701.27958601237,6701.90778929309,6702.128824,-0.628203280721209,increasing
2018-09-28T05:00:00Z,6714.45,6703.92,6712.27,6713.57,6709.185,6704.31333333333,6701.86517223368,6703.02736017108,6703.5400592,-1.16218793740063,increasing
2018-09-28T06:00:00Z,6776.77,6712.69,6713.57,6737.31,6744.73,6710.08714285714,6705.04034466081,6709.44315091399,6711.77804736,-4.40280625317791,increasing
2018-09-28T07:00:00Z,6806.1,6737.31,6737.31,6777.81,6771.705,6717.789375,6709.97846727853,6719.02189692722,6723.763437888,-9.04342964869284,increasing
2018-09-28T08:00:00Z,6782.15,6729.77,6777.81,6732.29,6755.96,6722.03055555556,6713.38450673938,6724.70468201534,6730.2027503104,-11.3201752759624,decreasing
2018-09-28T09:00:00Z,6735.15,6593.96,6732.29,6656.71,6664.555,6716.283,6709.76750624016,6715.45088478221,6717.07320024832,-5.68337854204674,decreasing
2018-09-28T10:00:00Z,6665.89,6632.43,6656.98,6652.12,6649.16,6710.18090909091,6705.27806133349,6705.25228712341,6703.49056019866,0.0257742100757241,decreasing
2018-09-28T11:00:00Z,6667.02,6643.59,6652.12,6658.52,6655.305,6705.60791666667,6701.57635308656,6697.56808910442,6693.85344815893,4.00826398213667,increasing
2018-09-28T12:00:00Z,6661.84,6589.31,6658.57,6603.07,6625.575,6699.45153846154,6695.9466232283,6686.49222924221,6680.19775852714,9.45439398609324,decreasing
2018-09-28T13:00:00Z,6661.17,6582.62,6603.07,6651.67,6621.895,6693.91178571429,6690.46131780398,6676.55419397417,6668.53720682171,13.9071238298066,increasing
2018-09-28T14:00:00Z,6689.43,6635.08,6651.67,6658.17,6662.255,6691.80133333333,6688.37196092961,6674.35431797815,6667.28076545737,14.017642951464,increasing
2018-09-28T15:00:00Z,6681.76,6641.19,6658.12,6664.41,6661.475,6689.9059375,6686.37959345334,6672.37288444305,6666.1196123659,14.0067090102957,increasing
2018-09-28T16:00:00Z,6664.98,6639.92,6664.13,6657.99,6652.45,6687.70264705882,6683.86629023458,6669.30782529796,6663.38568989272,14.5584649366137,decreasing
2018-09-28T17:00:00Z,6673.7,6654.96,6658.07,6655.15,6664.33,6686.40416666667,6682.41915762461,6668.54200602135,6663.57455191417,13.8771516032539,decreasing
2018-09-28T18:00:00Z,6658.21,6644.14,6655.21,6652.08,6651.175,6684.55,6680.10477557834,6665.87015894114,6661.09464153134,14.2346166371954,decreasing
2018-09-28T19:00:00Z,6696.29,6545.41,6652.3,6683.24,6620.85,6681.365,6675.71553294291,6658.94398064251,6653.04571322507,16.7715523003999,increasing
2018-09-28T20:00:00Z,6684.05,6635.38,6683.24,6657.28,6659.715,6680.33404761905,6674.53030828047,6659.0625990052,6654.37957058006,15.4677092752709,decreasing
2018-09-28T21:00:00Z,6663.73,6632.11,6657.28,6649.28,6647.92,6678.86068181818,6672.55917433377,6657.3483530044,6653.08765646405,15.2108213293695,decreasing
2018-09-28T22:00:00Z,6657.44,6629.4,6648.74,6634.92,6643.42,6677.3197826087,6670.40071697571,6655.20552946526,6651.15412517124,15.1951875104514,decreasing
2018-09-28T23:00:00Z,6646.87,6629.82,6634.92,6635.38,6638.345,6675.69583333333,6668.02621942196,6652.61160185522,6648.59230013699,15.4146175667356,increasing
2018-09-29T00:00:00Z,6635.42,6599.78,6635.4,6626.49,6617.6,6673.372,6664.29094390922,6647.2252015698,6642.39384010959,17.0657423394159,decreasing
2018-09-29T01:00:00Z,6626.49,6484.15,6626.49,6487.69,6555.32,6668.83153846154,6656.21902213816,6633.08593978983,6624.97907208768,23.1330823483313,decreasing
2018-09-29T02:00:00Z,6528.42,6484.49,6487.69,6513.54,6506.455,6662.81759259259,6645.12539086867,6613.60425674524,6601.27425767014,31.5211341234271,increasing
2018-09-29T03:00:00Z,6520.17,6491.67,6513.54,6504.66,6505.92,6657.21410714286,6634.81388043395,6597.03744801521,6582.20340613611,37.7764324187483,decreasing
2018-09-29T04:00:00Z,6514.24,6483.72,6504.66,6507.46,6498.98,6651.75775862069,6624.75211151292,6581.9516867821,6565.55872490889,42.8004247308227,increasing
2018-09-29T05:00:00Z,6514.86,6497.78,6507.46,6502.22,6506.32,6646.90983333333,6615.97936251196,6570.31604266177,6553.71097992711,45.6633198501886,decreasing
2018-09-29T06:00:00Z,6517.16,6474.23,6502.22,6516.59,6495.695,6642.03193548387,6607.0694097333,6558.83588225227,6542.10778394169,48.2335274810284,increasing
2018-09-29T07:00:00Z,6540.89,6510.43,6516.58,6540.89,6525.66,6638.3953125,6601.03908308639,6553.73190036731,6538.81822715335,47.3071827190815,increasing
2018-09-29T08:00:00Z,6555.97,6534.72,6540.89,6539.17,6545.345,6635.57560606061,6596.91359545036,6552.44160800311,6540.12358172268,44.4719874472539,decreasing
2018-09-29T09:00:00Z,6587.88,6539.17,6539.17,6548.16,6563.525,6633.45647058823,6594.44036615774,6554.1467452334,6544.80386537815,40.2936209243435,increasing
2018-09-29T10:00:00Z,6571.8,6548.16,6548.16,6559.95,6559.98,6631.35714285714,6591.88774644235,6555.04416904364,6547.83909230252,36.8435773987094,increasing
2018-09-29T11:00:00Z,6618.93,6553.82,6561.27,6592.88,6586.375,6630.10763888889,6591.47939485403,6559.86429688308,6555.54627384202,31.6150979709473,increasing
